station,year,month,day,date,PM2.5,PM10,SO2,NO2,CO,O3,AQI_value,AQI_label,highest_pollutant
Huairou,2016,4,10,2016-04-10,50.0,226.0,10.0,29.0,692.0,53.0,138,Unhealthy for Sensitive Groups,PM10
Huairou,2016,4,11,2016-04-11,36.0,99.0,7.0,24.0,479.0,61.0,75,Moderate,PM10
Huairou,2016,4,12,2016-04-12,55.0,61.0,3.0,20.0,629.0,40.0,75,Moderate,PM2.5
Huairou,2016,4,13,2016-04-13,124.0,140.0,5.0,40.0,1062.0,42.0,163,Unhealthy,PM2.5
Huairou,2016,4,14,2016-04-14,30.0,90.0,3.0,16.0,312.0,73.0,70,Moderate,PM10
Huairou,2016,4,15,2016-04-15,43.0,76.0,12.0,40.0,821.0,40.0,63,Moderate,PM10
Huairou,2016,4,16,2016-04-16,25.0,45.0,2.0,7.0,254.0,54.0,45,Good,PM10
Huairou,2016,4,17,2016-04-17,17.0,28.0,2.0,4.0,204.0,78.0,39,Good,O3
Huairou,2016,4,18,2016-04-18,10.0,22.0,2.0,10.0,262.0,67.0,34,Good,O3
Huairou,2016,4,19,2016-04-19,56.0,92.0,16.0,51.0,1158.0,21.0,76,Moderate,PM2.5
Huairou,2016,4,20,2016-04-20,43.0,61.0,4.0,25.0,552.0,60.0,60,Moderate,PM2.5
Huairou,2016,4,21,2016-04-21,82.0,145.0,7.0,28.0,712.0,72.0,109,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,4,22,2016-04-22,38.0,140.0,2.0,6.0,204.0,81.0,95,Moderate,PM10
Huairou,2016,4,23,2016-04-23,19.0,55.0,3.0,18.0,292.0,62.0,53,Moderate,PM10
Huairou,2016,4,24,2016-04-24,69.0,150.0,19.0,26.0,850.0,58.0,100,Moderate,PM10
Huairou,2016,4,25,2016-04-25,78.0,171.0,13.0,22.0,850.0,99.0,111,Unhealthy for Sensitive Groups,PM10
Huairou,2016,4,26,2016-04-26,66.0,147.0,22.0,30.0,1312.0,98.0,99,Moderate,PM10
Huairou,2016,4,27,2016-04-27,74.0,99.0,4.0,38.0,888.0,52.0,99,Moderate,PM2.5
Huairou,2016,4,28,2016-04-28,65.0,98.0,7.0,26.0,829.0,101.0,87,Moderate,PM2.5
Huairou,2016,4,29,2016-04-29,99.0,132.0,14.0,32.0,1138.0,112.0,130,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,4,30,2016-04-30,112.0,160.0,7.0,22.0,1083.0,149.0,146,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,5,1,2016-05-01,164.0,192.0,18.0,21.0,1958.0,167.0,214,Very Unhealthy,PM2.5
Huairou,2016,5,2,2016-05-02,46.0,80.0,3.0,7.0,358.0,69.0,65,Moderate,PM10
Huairou,2016,5,3,2016-05-03,27.0,56.0,2.0,8.0,208.0,68.0,53,Moderate,PM10
Huairou,2016,5,4,2016-05-04,45.0,61.0,3.0,20.0,283.0,72.0,62,Moderate,PM2.5
Huairou,2016,5,5,2016-05-05,50.0,100.0,9.0,24.0,704.0,77.0,75,Moderate,PM10
Huairou,2016,5,6,2016-05-06,68.0,152.0,2.0,5.0,217.0,78.0,101,Unhealthy for Sensitive Groups,PM10
Huairou,2016,5,7,2016-05-07,29.0,56.0,3.0,16.0,225.0,79.0,53,Moderate,PM10
Huairou,2016,5,8,2016-05-08,54.0,112.0,16.0,33.0,708.0,79.0,81,Moderate,PM10
Huairou,2016,5,9,2016-05-09,35.0,64.0,3.0,23.0,408.0,49.0,57,Moderate,PM10
Huairou,2016,5,10,2016-05-10,40.0,56.0,2.0,17.0,404.0,79.0,56,Moderate,PM2.5
Huairou,2016,5,11,2016-05-11,118.0,184.0,8.0,36.0,979.0,105.0,154,Unhealthy,PM2.5
Huairou,2016,5,12,2016-05-12,26.0,42.0,2.0,10.0,375.0,59.0,42,Good,PM10
Huairou,2016,5,13,2016-05-13,23.0,51.0,4.0,25.0,371.0,53.0,51,Moderate,PM10
Huairou,2016,5,14,2016-05-14,40.0,60.0,3.0,36.0,550.0,40.0,56,Moderate,PM2.5
Huairou,2016,5,15,2016-05-15,29.0,40.0,2.0,18.0,392.0,36.0,41,Good,PM2.5
Huairou,2016,5,16,2016-05-16,14.0,46.0,2.0,25.0,308.0,54.0,46,Good,PM10
Huairou,2016,5,17,2016-05-17,44.0,91.0,8.0,26.0,575.0,123.0,71,Moderate,PM10
Huairou,2016,5,18,2016-05-18,58.0,111.0,7.0,32.0,692.0,115.0,81,Moderate,PM10
Huairou,2016,5,19,2016-05-19,86.0,114.0,14.0,28.0,846.0,172.0,114,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,5,20,2016-05-20,73.0,96.0,17.0,23.0,831.0,151.0,97,Moderate,PM2.5
Huairou,2016,5,21,2016-05-21,48.0,66.0,14.0,21.0,621.0,140.0,83,Moderate,O3
Huairou,2016,5,22,2016-05-22,36.0,90.0,5.0,17.0,675.0,136.0,80,Moderate,O3
Huairou,2016,5,23,2016-05-23,59.0,105.0,11.0,32.0,1125.0,79.0,80,Moderate,PM2.5
Huairou,2016,5,24,2016-05-24,13.0,29.0,2.0,11.0,404.0,62.0,31,Good,O3
Huairou,2016,5,25,2016-05-25,10.0,23.0,2.0,7.0,338.0,79.0,40,Good,O3
Huairou,2016,5,26,2016-05-26,15.0,29.0,2.0,15.0,329.0,63.0,32,Good,O3
Huairou,2016,5,27,2016-05-27,40.0,92.0,10.0,28.0,583.0,102.0,71,Moderate,PM10
Huairou,2016,5,28,2016-05-28,49.0,93.0,8.0,29.0,692.0,113.0,72,Moderate,PM10
Huairou,2016,5,29,2016-05-29,27.0,61.0,3.0,17.0,404.0,94.0,56,Moderate,PM10
Huairou,2016,5,30,2016-05-30,67.0,151.0,9.0,27.0,958.0,166.0,106,Unhealthy for Sensitive Groups,O3
Huairou,2016,5,31,2016-05-31,61.0,122.0,14.0,31.0,1175.0,87.0,86,Moderate,PM10
Huairou,2016,6,1,2016-06-01,31.0,71.0,5.0,23.0,567.0,84.0,61,Moderate,PM10
Huairou,2016,6,2,2016-06-02,49.0,86.0,6.0,33.0,621.0,139.0,83,Moderate,O3
Huairou,2016,6,3,2016-06-03,58.0,100.0,16.0,27.0,892.0,150.0,92,Moderate,O3
Huairou,2016,6,4,2016-06-04,94.0,151.0,16.0,39.0,754.0,156.0,124,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,6,5,2016-06-05,70.0,97.0,16.0,22.0,883.0,148.0,94,Moderate,PM2.5
Huairou,2016,6,6,2016-06-06,58.0,87.0,8.0,19.0,825.0,139.0,83,Moderate,O3
Huairou,2016,6,7,2016-06-07,42.0,87.0,2.0,19.0,692.0,103.0,69,Moderate,PM10
Huairou,2016,6,8,2016-06-08,84.0,102.0,2.0,28.0,942.0,120.0,111,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,6,9,2016-06-09,99.0,138.0,8.0,21.0,1108.0,147.0,130,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,6,10,2016-06-10,51.0,57.0,2.0,11.0,825.0,117.0,70,Moderate,PM2.5
Huairou,2016,6,11,2016-06-11,8.0,25.0,2.0,13.0,338.0,60.0,30,Good,O3
Huairou,2016,6,12,2016-06-12,65.0,82.0,7.0,20.0,1133.0,136.0,87,Moderate,PM2.5
Huairou,2016,6,13,2016-06-13,32.0,38.0,2.0,10.0,512.0,90.0,46,Good,PM2.5
Huairou,2016,6,14,2016-06-14,23.0,24.0,2.0,11.0,483.0,72.0,36,Good,O3
Huairou,2016,6,15,2016-06-15,12.0,19.0,2.0,11.0,404.0,82.0,41,Good,O3
Huairou,2016,6,16,2016-06-16,15.0,31.0,2.0,15.0,425.0,80.0,40,Good,O3
Huairou,2016,6,17,2016-06-17,17.0,37.0,2.0,15.0,450.0,54.0,37,Good,PM10
Huairou,2016,6,18,2016-06-18,29.0,55.0,3.0,22.0,533.0,112.0,60,Moderate,O3
Huairou,2016,6,19,2016-06-19,42.0,69.0,4.0,21.0,638.0,128.0,73,Moderate,O3
Huairou,2016,6,20,2016-06-20,75.0,109.0,4.0,21.0,1004.0,148.0,100,Moderate,PM2.5
Huairou,2016,6,21,2016-06-21,64.0,77.0,2.0,14.0,812.0,136.0,86,Moderate,PM2.5
Huairou,2016,6,22,2016-06-22,49.0,74.0,2.0,18.0,654.0,154.0,95,Moderate,O3
Huairou,2016,6,23,2016-06-23,71.0,90.0,4.0,20.0,1021.0,98.0,95,Moderate,PM2.5
Huairou,2016,6,24,2016-06-24,9.0,11.0,2.0,17.0,267.0,45.0,22,Good,O3
Huairou,2016,6,25,2016-06-25,16.0,32.0,2.0,13.0,283.0,63.0,32,Good,PM10
Huairou,2016,6,26,2016-06-26,39.0,69.0,4.0,10.0,342.0,110.0,60,Moderate,PM10
Huairou,2016,6,27,2016-06-27,57.0,85.0,6.0,21.0,583.0,71.0,77,Moderate,PM2.5
Huairou,2016,6,28,2016-06-28,44.0,44.0,2.0,15.0,508.0,65.0,61,Moderate,PM2.5
Huairou,2016,6,29,2016-06-29,79.0,79.0,2.0,13.0,650.0,82.0,105,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,6,30,2016-06-30,26.0,32.0,2.0,16.0,392.0,79.0,40,Good,O3
Huairou,2016,7,1,2016-07-01,12.0,23.0,2.0,14.0,342.0,53.0,26,Good,O3
Huairou,2016,7,2,2016-07-02,37.0,50.0,2.0,18.0,579.0,109.0,58,Moderate,O3
Huairou,2016,7,3,2016-07-03,50.0,70.0,5.0,18.0,667.0,118.0,69,Moderate,PM2.5
Huairou,2016,7,4,2016-07-04,124.0,130.0,6.0,19.0,1254.0,133.0,163,Unhealthy,PM2.5
Huairou,2016,7,5,2016-07-05,86.0,97.0,6.0,20.0,983.0,124.0,114,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,7,6,2016-07-06,83.0,96.0,4.0,20.0,896.0,153.0,110,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,7,7,2016-07-07,106.0,117.0,5.0,19.0,1125.0,155.0,139,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,7,8,2016-07-08,79.0,86.0,4.0,22.0,1129.0,112.0,105,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,7,9,2016-07-09,68.0,78.0,2.0,17.0,775.0,120.0,91,Moderate,PM2.5
Huairou,2016,7,10,2016-07-10,100.0,108.0,2.0,22.0,921.0,136.0,131,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,7,11,2016-07-11,88.0,103.0,3.0,25.0,775.0,105.0,116,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,7,12,2016-07-12,37.0,50.0,2.0,18.0,546.0,46.0,52,Moderate,PM2.5
Huairou,2016,7,13,2016-07-13,14.0,25.0,2.0,13.0,377.0,62.0,31,Good,O3
Huairou,2016,7,14,2016-07-14,32.0,49.0,4.0,21.0,671.0,86.0,49,Good,PM10
Huairou,2016,7,15,2016-07-15,31.0,32.0,2.0,9.0,671.0,62.0,44,Good,PM2.5
Huairou,2016,7,16,2016-07-16,22.0,30.0,2.0,9.0,612.0,32.0,31,Good,PM2.5
Huairou,2016,7,17,2016-07-17,62.0,70.0,2.0,14.0,1017.0,106.0,84,Moderate,PM2.5
Huairou,2016,7,18,2016-07-18,102.0,103.0,3.0,18.0,1117.0,88.0,134,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,7,19,2016-07-19,73.0,75.0,2.0,17.0,879.0,40.0,97,Moderate,PM2.5
Huairou,2016,7,20,2016-07-20,28.0,43.0,2.0,8.0,600.0,36.0,43,Good,PM10
Huairou,2016,7,21,2016-07-21,13.0,20.0,2.0,10.0,667.0,29.0,20,Good,PM10
Huairou,2016,7,22,2016-07-22,56.0,56.0,2.0,16.0,898.0,80.0,76,Moderate,PM2.5
Huairou,2016,7,23,2016-07-23,90.0,93.0,3.0,13.0,983.0,70.0,119,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,7,24,2016-07-24,54.0,70.0,3.0,12.0,773.0,67.0,74,Moderate,PM2.5
Huairou,2016,7,25,2016-07-25,31.0,34.0,5.0,9.0,841.0,44.0,44,Good,PM2.5
Huairou,2016,7,26,2016-07-26,14.0,24.0,4.0,11.0,902.0,67.0,34,Good,O3
Huairou,2016,7,27,2016-07-27,34.0,51.0,2.0,17.0,617.0,113.0,61,Moderate,O3
Huairou,2016,7,28,2016-07-28,36.0,51.0,2.0,17.0,506.0,118.0,65,Moderate,O3
Huairou,2016,7,29,2016-07-29,108.0,113.0,2.0,17.0,1217.0,119.0,141,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,7,30,2016-07-30,110.0,111.0,2.0,20.0,1762.0,37.0,144,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,7,31,2016-07-31,28.0,33.0,2.0,14.0,704.0,77.0,40,Good,PM2.5
Huairou,2016,8,1,2016-08-01,43.0,53.0,3.0,11.0,929.0,78.0,60,Moderate,PM2.5
Huairou,2016,8,2,2016-08-02,31.0,42.0,2.0,9.0,677.0,67.0,44,Good,PM2.5
Huairou,2016,8,3,2016-08-03,33.0,45.0,2.0,11.0,629.0,77.0,47,Good,PM2.5
Huairou,2016,8,4,2016-08-04,99.0,106.0,2.0,15.0,1302.0,76.0,130,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,8,5,2016-08-05,63.0,71.0,2.0,14.0,658.0,53.0,85,Moderate,PM2.5
Huairou,2016,8,6,2016-08-06,101.0,106.0,2.0,20.0,908.0,42.0,132,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,8,7,2016-08-07,22.0,38.0,2.0,10.0,567.0,32.0,38,Good,PM10
Huairou,2016,8,8,2016-08-08,20.0,29.0,2.0,13.0,542.0,60.0,30,Good,O3
Huairou,2016,8,9,2016-08-09,44.0,61.0,5.0,19.0,1071.0,113.0,61,Moderate,PM2.5
Huairou,2016,8,10,2016-08-10,103.0,109.0,3.0,25.0,962.0,76.0,135,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,8,11,2016-08-11,91.0,98.0,3.0,22.0,833.0,17.0,120,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,8,12,2016-08-12,54.0,61.0,3.0,15.0,696.0,13.0,74,Moderate,PM2.5
Huairou,2016,8,13,2016-08-13,16.0,20.0,3.0,11.0,454.0,5.0,23,Good,PM2.5
Huairou,2016,8,14,2016-08-14,14.0,27.0,2.0,13.0,383.0,53.0,27,Good,PM10
Huairou,2016,8,15,2016-08-15,17.0,26.0,2.0,9.0,508.0,62.0,31,Good,O3
Huairou,2016,8,16,2016-08-16,22.0,34.0,2.0,15.0,529.0,80.0,40,Good,O3
Huairou,2016,8,17,2016-08-17,50.0,59.0,2.0,19.0,738.0,32.0,69,Moderate,PM2.5
Huairou,2016,8,18,2016-08-18,57.0,57.0,2.0,17.0,1138.0,27.0,77,Moderate,PM2.5
Huairou,2016,8,19,2016-08-19,18.0,31.0,2.0,15.0,704.0,48.0,31,Good,PM10
Huairou,2016,8,20,2016-08-20,35.0,44.0,3.0,18.0,638.0,70.0,50,Good,PM2.5
Huairou,2016,8,21,2016-08-21,43.0,65.0,2.0,16.0,725.0,120.0,67,Moderate,O3
Huairou,2016,8,22,2016-08-22,71.0,82.0,5.0,19.0,1075.0,114.0,95,Moderate,PM2.5
Huairou,2016,8,23,2016-08-23,70.0,80.0,7.0,28.0,1017.0,64.0,94,Moderate,PM2.5
Huairou,2016,8,24,2016-08-24,66.0,82.0,2.0,18.0,842.0,103.0,89,Moderate,PM2.5
Huairou,2016,8,25,2016-08-25,23.0,29.0,2.0,11.0,388.0,46.0,33,Good,PM2.5
Huairou,2016,8,26,2016-08-26,8.0,21.0,2.0,9.0,254.0,42.0,21,Good,PM10
Huairou,2016,8,27,2016-08-27,13.0,28.0,2.0,9.0,321.0,35.0,28,Good,PM10
Huairou,2016,8,28,2016-08-28,10.0,22.0,2.0,8.0,271.0,40.0,22,Good,PM10
Huairou,2016,8,29,2016-08-29,13.0,27.0,3.0,7.0,338.0,60.0,30,Good,O3
Huairou,2016,8,30,2016-08-30,20.0,35.0,3.0,9.0,450.0,86.0,43,Good,O3
Huairou,2016,8,31,2016-08-31,13.0,24.0,4.0,12.0,279.0,60.0,30,Good,O3
Huairou,2016,9,1,2016-09-01,6.0,27.0,2.0,7.0,275.0,42.0,27,Good,PM10
Huairou,2016,9,2,2016-09-02,7.0,24.0,2.0,6.0,346.0,8.0,24,Good,PM10
Huairou,2016,9,3,2016-09-03,14.0,30.0,2.0,13.0,379.0,40.0,30,Good,PM10
Huairou,2016,9,4,2016-09-04,82.0,92.0,5.0,17.0,1142.0,97.0,109,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,9,5,2016-09-05,22.0,27.0,2.0,12.0,460.0,52.0,31,Good,PM2.5
Huairou,2016,9,6,2016-09-06,14.0,28.0,4.0,11.0,362.0,43.0,28,Good,PM10
Huairou,2016,9,7,2016-09-07,40.0,66.0,2.0,11.0,615.0,70.0,58,Moderate,PM10
Huairou,2016,9,8,2016-09-08,17.0,27.0,2.0,9.0,396.0,40.0,27,Good,PM10
Huairou,2016,9,9,2016-09-09,12.0,27.0,2.0,11.0,367.0,31.0,27,Good,PM10
Huairou,2016,9,10,2016-09-10,13.0,34.0,2.0,18.0,354.0,38.0,34,Good,PM10
Huairou,2016,9,11,2016-09-11,21.0,29.0,2.0,9.0,608.0,59.0,30,Good,PM2.5
Huairou,2016,9,12,2016-09-12,22.0,31.0,2.0,14.0,612.0,54.0,31,Good,PM2.5
Huairou,2016,9,13,2016-09-13,74.0,82.0,2.0,24.0,1021.0,75.0,99,Moderate,PM2.5
Huairou,2016,9,14,2016-09-14,115.0,119.0,2.0,28.0,1188.0,90.0,150,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,9,15,2016-09-15,66.0,78.0,2.0,14.0,708.0,94.0,89,Moderate,PM2.5
Huairou,2016,9,16,2016-09-16,97.0,108.0,2.0,12.0,825.0,101.0,127,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,9,17,2016-09-17,24.0,35.0,2.0,13.0,542.0,27.0,35,Good,PM10
Huairou,2016,9,18,2016-09-18,15.0,16.0,3.0,7.0,432.0,16.0,21,Good,PM2.5
Huairou,2016,9,19,2016-09-19,7.0,11.0,2.0,5.0,251.0,42.0,21,Good,O3
Huairou,2016,9,20,2016-09-20,13.0,25.0,2.0,13.0,283.0,38.0,25,Good,PM10
Huairou,2016,9,21,2016-09-21,42.0,52.0,6.0,21.0,633.0,33.0,59,Moderate,PM2.5
Huairou,2016,9,22,2016-09-22,80.0,87.0,12.0,16.0,888.0,65.0,106,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,9,23,2016-09-23,127.0,128.0,6.0,22.0,1067.0,105.0,167,Unhealthy,PM2.5
Huairou,2016,9,24,2016-09-24,84.0,95.0,6.0,20.0,812.0,110.0,111,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,9,25,2016-09-25,127.0,134.0,4.0,21.0,1212.0,68.0,167,Unhealthy,PM2.5
Huairou,2016,9,26,2016-09-26,49.0,51.0,3.0,18.0,900.0,43.0,67,Moderate,PM2.5
Huairou,2016,9,27,2016-09-27,18.0,21.0,2.0,9.0,417.0,33.0,26,Good,PM2.5
Huairou,2016,9,28,2016-09-28,9.0,16.0,2.0,10.0,171.0,36.0,18,Good,O3
Huairou,2016,9,29,2016-09-29,39.0,54.0,4.0,29.0,442.0,33.0,55,Moderate,PM2.5
Huairou,2016,9,30,2016-09-30,79.0,89.0,6.0,25.0,675.0,79.0,105,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,10,1,2016-10-01,166.0,167.0,14.0,34.0,1192.0,96.0,216,Very Unhealthy,PM2.5
Huairou,2016,10,2,2016-10-02,163.0,169.0,8.0,20.0,1146.0,86.0,213,Very Unhealthy,PM2.5
Huairou,2016,10,3,2016-10-03,95.0,114.0,5.0,23.0,908.0,54.0,125,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,10,4,2016-10-04,36.0,70.0,8.0,29.0,1321.0,5.0,60,Moderate,PM10
Huairou,2016,10,5,2016-10-05,53.0,61.0,3.0,26.0,1000.0,5.0,72,Moderate,PM2.5
Huairou,2016,10,6,2016-10-06,69.0,76.0,3.0,26.0,1283.0,2.0,92,Moderate,PM2.5
Huairou,2016,10,7,2016-10-07,35.0,35.0,2.0,26.0,1333.0,5.0,50,Good,PM2.5
Huairou,2016,10,8,2016-10-08,8.0,14.0,2.0,8.0,262.0,37.0,18,Good,O3
Huairou,2016,10,9,2016-10-09,32.0,49.0,4.0,39.0,517.0,9.0,49,Good,PM10
Huairou,2016,10,10,2016-10-10,81.0,98.0,10.0,49.0,883.0,10.0,107,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,10,11,2016-10-11,116.0,129.0,8.0,39.0,1212.0,23.0,151,Unhealthy,PM2.5
Huairou,2016,10,12,2016-10-12,83.0,105.0,11.0,43.0,1312.0,9.0,110,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,10,13,2016-10-13,136.0,149.0,6.0,39.0,1204.0,30.0,180,Unhealthy,PM2.5
Huairou,2016,10,14,2016-10-14,248.0,256.0,7.0,49.0,1596.0,21.0,298,Very Unhealthy,PM2.5
Huairou,2016,10,15,2016-10-15,166.0,168.0,5.0,43.0,1538.0,4.0,216,Very Unhealthy,PM2.5
Huairou,2016,10,16,2016-10-16,126.0,126.0,2.0,42.0,1062.0,7.0,165,Unhealthy,PM2.5
Huairou,2016,10,17,2016-10-17,46.0,63.0,2.0,24.0,554.0,19.0,64,Moderate,PM2.5
Huairou,2016,10,18,2016-10-18,97.0,133.0,4.0,37.0,1354.0,3.0,127,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,10,19,2016-10-19,230.0,244.0,5.0,57.0,1967.0,18.0,280,Very Unhealthy,PM2.5
Huairou,2016,10,20,2016-10-20,106.0,126.0,7.0,36.0,1371.0,13.0,139,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,10,21,2016-10-21,35.0,36.0,2.0,7.0,550.0,38.0,50,Good,PM2.5
Huairou,2016,10,22,2016-10-22,13.0,15.0,2.0,17.0,383.0,33.0,21,Good,NO2
Huairou,2016,10,23,2016-10-23,16.0,29.0,3.0,20.0,321.0,38.0,29,Good,PM10
Huairou,2016,10,24,2016-10-24,52.0,82.0,3.0,42.0,692.0,9.0,71,Moderate,PM2.5
Huairou,2016,10,25,2016-10-25,84.0,120.0,3.0,58.0,1233.0,5.0,111,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,10,26,2016-10-26,34.0,69.0,3.0,39.0,588.0,35.0,60,Moderate,PM10
Huairou,2016,10,27,2016-10-27,23.0,44.0,5.0,29.0,708.0,27.0,44,Good,PM10
Huairou,2016,10,28,2016-10-28,8.0,14.0,2.0,12.0,321.0,49.0,24,Good,O3
Huairou,2016,10,29,2016-10-29,24.0,53.0,3.0,30.0,512.0,34.0,52,Moderate,PM10
Huairou,2016,10,30,2016-10-30,35.0,59.0,6.0,30.0,517.0,38.0,55,Moderate,PM10
Huairou,2016,10,31,2016-10-31,6.0,14.0,2.0,5.0,188.0,67.0,34,Good,O3
Huairou,2016,11,1,2016-11-01,35.0,61.0,4.0,45.0,712.0,21.0,56,Moderate,PM10
Huairou,2016,11,2,2016-11-02,79.0,125.0,4.0,59.0,1075.0,13.0,105,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,11,3,2016-11-03,176.0,242.0,10.0,93.0,1850.0,3.0,226,Very Unhealthy,PM2.5
Huairou,2016,11,4,2016-11-04,232.0,278.0,5.0,98.0,2583.0,6.0,282,Very Unhealthy,PM2.5
Huairou,2016,11,5,2016-11-05,171.0,191.0,2.0,79.0,2908.0,18.0,221,Very Unhealthy,PM2.5
Huairou,2016,11,6,2016-11-06,83.0,99.0,5.0,64.0,1208.0,20.0,110,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,11,7,2016-11-07,39.0,49.0,3.0,28.0,1019.0,42.0,55,Moderate,PM2.5
Huairou,2016,11,8,2016-11-08,29.0,49.0,4.0,39.0,662.0,18.0,49,Good,PM10
Huairou,2016,11,9,2016-11-09,117.0,144.0,14.0,63.0,1871.0,4.0,152,Unhealthy,PM2.5
Huairou,2016,11,10,2016-11-10,165.0,185.0,6.0,65.0,1802.0,3.0,215,Very Unhealthy,PM2.5
Huairou,2016,11,11,2016-11-11,61.0,92.0,4.0,38.0,1050.0,15.0,82,Moderate,PM2.5
Huairou,2016,11,12,2016-11-12,71.0,122.0,6.0,45.0,1181.0,15.0,95,Moderate,PM2.5
Huairou,2016,11,13,2016-11-13,83.0,142.0,7.0,51.0,1679.0,7.0,110,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,11,14,2016-11-14,37.0,55.0,2.0,16.0,671.0,43.0,53,Moderate,PM10
Huairou,2016,11,15,2016-11-15,31.0,57.0,8.0,34.0,846.0,24.0,54,Moderate,PM10
Huairou,2016,11,16,2016-11-16,76.0,112.0,8.0,49.0,1435.0,12.0,101,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,11,17,2016-11-17,123.0,184.0,21.0,68.0,2496.0,4.0,161,Unhealthy,PM2.5
Huairou,2016,11,18,2016-11-18,179.0,305.0,6.0,67.0,2562.0,2.0,229,Very Unhealthy,PM2.5
Huairou,2016,11,19,2016-11-19,109.0,124.0,3.0,43.0,1646.0,17.0,142,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,11,20,2016-11-20,43.0,44.0,2.0,27.0,829.0,22.0,60,Moderate,PM2.5
Huairou,2016,11,21,2016-11-21,7.0,10.0,2.0,6.0,212.0,64.0,32,Good,O3
Huairou,2016,11,22,2016-11-22,5.0,12.0,2.0,8.0,254.0,54.0,27,Good,O3
Huairou,2016,11,23,2016-11-23,9.0,17.0,3.0,14.0,438.0,38.0,19,Good,O3
Huairou,2016,11,24,2016-11-24,51.0,80.0,8.0,45.0,1123.0,16.0,70,Moderate,PM2.5
Huairou,2016,11,25,2016-11-25,94.0,125.0,10.0,65.0,1758.0,5.0,124,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,11,26,2016-11-26,169.0,281.0,11.0,84.0,2396.0,8.0,219,Very Unhealthy,PM2.5
Huairou,2016,11,27,2016-11-27,34.0,81.0,3.0,28.0,750.0,30.0,66,Moderate,PM10
Huairou,2016,11,28,2016-11-28,31.0,51.0,6.0,34.0,879.0,17.0,51,Moderate,PM10
Huairou,2016,11,29,2016-11-29,68.0,100.0,15.0,52.0,1688.0,4.0,91,Moderate,PM2.5
Huairou,2016,11,30,2016-11-30,81.0,107.0,6.0,49.0,1500.0,25.0,107,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,12,1,2016-12-01,16.0,31.0,3.0,24.0,525.0,43.0,31,Good,PM10
Huairou,2016,12,2,2016-12-02,45.0,62.0,6.0,38.0,1033.0,19.0,62,Moderate,PM2.5
Huairou,2016,12,3,2016-12-03,155.0,183.0,12.0,75.0,2104.0,7.0,205,Very Unhealthy,PM2.5
Huairou,2016,12,4,2016-12-04,177.0,197.0,8.0,64.0,2142.0,9.0,227,Very Unhealthy,PM2.5
Huairou,2016,12,5,2016-12-05,48.0,63.0,4.0,28.0,938.0,35.0,66,Moderate,PM2.5
Huairou,2016,12,6,2016-12-06,48.0,72.0,10.0,52.0,1225.0,16.0,66,Moderate,PM2.5
Huairou,2016,12,7,2016-12-07,97.0,144.0,13.0,74.0,1975.0,6.0,127,Unhealthy for Sensitive Groups,PM2.5
Huairou,2016,12,8,2016-12-08,68.0,89.0,4.0,38.0,1292.0,39.0,91,Moderate,PM2.5
Huairou,2016,12,9,2016-12-09,14.0,23.0,3.0,25.0,567.0,40.0,31,Good,NO2
